Id,NewsTitle,MatchedWords,Score,Polarity
645,"PERUS DEBT OBLIGATIONS HIT 63 BILLION DLRS IN 1987",debt,-1,Negative
646,"PENNZOIL PZL WILLING TO SETTLE TEXACO TX LAWSUIT",willing,1,Positive
647,"FARM CREDIT SYSTEM TO ASK FOR CONGRESSIONAL AID",,0,Neutral
648,"GV MEDICAL INC GVMI 4TH QTR LOSS",loss,-1,Negative
649,"FIRST FEDERALARKANSAS FARK IN COURT RULING",,0,Neutral
650,"IBC PRESIDENT NOT TO ATTEND ICO EXECUTIVE BOARD",,0,Neutral
651,"COLOMBIA TO MAINTAIN FOREIGN BORROWING LEVELS",,0,Neutral
652,"EXCHANGE RATE BILL CLEARS US HOUSE PANEL",clears,1,Positive
653,"US CHIPMAKERS URGE SANCTIONS AGAINST JAPAN",,0,Neutral
654,"LOMAC TO PAY COSTS IN FIRST SUPERFUND AGREEMENT",agreement,1,Positive
655,"WORLD BANK AFFILIATE PROVIDES CREDIT FOR HAITI",,0,Neutral
656,"US AGRICULTURE SECY DOUBTFUL ON DEFICIT GOAL",doubtful,-1,Negative
657,"CLABIR CLG AMBRIT ABI CALL OFF MERGER",,0,Neutral
658,"FAA ORDERS VOICE RECORDERS ON NEW COMMUTER CRAFT",,0,Neutral
659,"TELECOMMUNICATIONS BILL CLEARS US HOUSE PANEL",clears,1,Positive
660,"BANK BOARD TAKES CONTROL OF FLORIDA THRIFT",thrift,1,Positive
661,"MOODYS DOWNGRADES ZENITH ELECTRONICS ZE DEBT","zenith, debt",0,Neutral
662,"SDC SYDNEY REPLACES CHAIRMAN",,0,Neutral
663,"COST OF PIK CERTIFICATES TO BE EYED BY CONGRESS",,0,Neutral
664,"DAILY TELEGRAPH IN DEAL WITH NEWS INTERNATIONAL",,0,Neutral
665,"USACAFES USF UNIT POSTS RECORD WEEKLY SALES",,0,Neutral
666,"MACAO TO KEEP EXISTING SYSTEM FOR 50 YEARS",,0,Neutral
667,"FRIEDMAN INDUSTRIES INC FRD QUARTERLY DIV",,0,Neutral
668,"CHIRAC SEES FASTER PRIVATISATION",faster,1,Positive
669,"IADB MEETING ENDS WITH US ISOLATED ON REFORM","reform, isolated",0,Neutral
670,"LATIN OIL PRODUCERS TO MEET IN CARACAS",,0,Neutral
671,"AUSTRALIAN RESERVE BANK CUTS REDISCOUNT RATE",,0,Neutral
672,"ARGENTINA SAYS COULD FOLLOW BRAZILIAN DEBT MOVE",debt,-1,Negative
673,"GENOVA GNVA SIGNS DEFINITIVE MERGER AGREEMENT",agreement,1,Positive
674,"PENOBSCOT SHOE CO PSO 1ST QTR FEB 27 NET",,0,Neutral
675,"DREXEL SAYS BUSINESS STRONG DESPITE TRADE PROBE",strong,1,Positive
676,"DAUSTER SAYS NO CHANGE IN BRAZILS COFFEE POLICY",,0,Neutral
677,"EXCHANGE RATE BILL CLEARS US HOUSE PANEL",clears,1,Positive
678,"CONSOLIDATE CAPITAL TRUST CIOTS 4TH QTR NET",trust,1,Positive
679,"SARNEY REITERATES THAT BRAZIL WILL NOT GO TO IMF",,0,Neutral
680,"US BANKS SEEN STEPPING UP SECURITIES ROLE",,0,Neutral
681,"PALO VERDE UNIT 3 GRANTED OPERATING LICENSE",,0,Neutral
682,"TREASURYS BAKER SAYS HE STANDS BY PARIS PACT TO FOSTER STABLE CURRENCIES",stable,1,Positive
683,"MEMBERS VOTE TO DISSOLVE US FARM COOP",,0,Neutral
684,"US SENATE FARM PANEL MAKEUP STILL IN DOUBT",doubt,-1,Negative
685,"BAKER SAYS HE STANDS BY PARIS CURRENCY AGREEMENT",agreement,1,Positive
686,"BAKER DECLINES COMMENT ON VOLCKER REAPPOINTMENT",declines,-1,Negative
687,"CHINA SAYS 1986 BUDGET DEFICIT 708 BILLION YUAN",,0,Neutral
688,"GUYANA FINANCE MINISTER OPTIMISTIC BUT SEEKS HELP",optimistic,1,Positive
689,"BAKER OPPOSES STOCK TRANSACTION TAX PROPOSAL",,0,Neutral
690,"BAKER SEEKS MORE BANK LOANS TO DEVELOPING NATIONS",,0,Neutral
691,"LIBYANS APPEAR TO BE PULLING OUT OF CHAD",,0,Neutral
692,"CHINA PORTUGAL INITIAL MACAO PACT",,0,Neutral
693,"BAKER SEES 15 TO 20 BILLION DLR DROP IN TRADE GAP",,0,Neutral
694,"Sumita says further yen rise would adversely affect Japanese economy",,0,Neutral
695,"Sumita says major nations will continue to cooperate to stabilize currencies",stabilize,1,Positive
696,"NZ MONEY SUPPLY RISES 24 PCT IN JANUARY",,0,Neutral
697,"FURTHER YEN RISE WOULD HURT JAPAN ECONOMY SUMITA",hurt,-1,Negative
698,"JAPAN VTR AND TV EXPORTS FALL IN FEBRUARY",fall,-1,Negative
699,"DEMOCRAT LOSES BID TO WIN CONTRA AID ACCOUNTING","loses, win",0,Neutral
700,"EC LINKS AGRICULTURAL TRADE TALKS TO OTHER REFORM",reform,1,Positive
701,"VIETNAMS ARMY ORDERED TO GROW MORE FOOD",,0,Neutral
702,"LINDE TURNOVER UP IN FIRST TWO MONTHS OF 1987",,0,Neutral
703,"LINDE AG LINGF 1986 YEAR",,0,Neutral
704,"PACIFIC DUNLOP ANNOUNCES AIDS PROTECTION DISCOVERY",protection,1,Positive
705,"BANK OF NEW ZEALAND SHARES TO BE LISTED NEXT WEEK",,0,Neutral
706,"JAPAN SEEN CUTTING APRIL BOND COUPON FROM FIVE PCT",,0,Neutral
707,"SINGAPORE RULE CHANGES SEEN HAVING LITTLE IMPACT",,0,Neutral
708,"TRADE SURPLUS CUT WOULD BENEFIT JAPAN  SUMITA",benefit,1,Positive
709,"VIOLENCE REPORTED IN ECUADOR GENERAL STRIKE",strike,-1,Negative
710,"PHILIPPINE DEBT TALKS PROCEED WITH NARROWER FOCUS","narrower, debt",-2,Negative
711,"GARCIA SAYS PERU NOT TRYING TO EXPORT DEBT STANCE",debt,-1,Negative
712,"SUPREME COURT UPHOLDS AFFIRMATIVE ACTION FOR WOMEN","supreme, affirmative",2,Positive
713,"ECONOMIC SPOTLIGHT  HONG KONGS MORE ACTIVE ROLE",,0,Neutral
714,"GULF ESCORTS STILL UNDER DISCUSSION  WEINBERGER",,0,Neutral
715,"SRI LANKA TO LAUNCH APPEAL FOR DROUGHT AID","drought, appeal",0,Neutral
716,"MIYAZAWA SAYS MAJOR NATIONS ACTING ON PARIS ACCORD",,0,Neutral
717,"US HOUSE PANEL APPROVES 400 MLN DLRS FOREIGN AID",,0,Neutral
718,"ECONOMIC SPOTLIGHT  TOKYO EARTHQUAKE AFTERSHOCKS",,0,Neutral
719,"Hoechst AG 1986 world group pretax profit 321 billion marks vs 316 billion",,0,Neutral
720,"AIDC ISSUES FIRST AUSTRALIAN DLR MEDIUM TERM NOTES",issues,-1,Negative
721,"MAZDA DOES NOT PLAN TO MAKE SPORTS CARS IN US",,0,Neutral
722,"KAWASAKI TO INCREASE MOTORCYCLE OUTPUT",,0,Neutral
723,"BANK OF FRANCE LAUNCHES MONEY MARKET INTERVENTION TENDER  OFFICIAL",tender,1,Positive
724,"HOECHST AG HFAGF YEAR 1986",,0,Neutral
725,"GERMAN TRADE CURRENT ACCOUNT DATA DUE TODAY",,0,Neutral
726,"BANK OF FRANCE LAUNCHES MONEY MARKET TENDER",tender,1,Positive
727,"BP says it will tender for remaining 45 pct of Standard Oil at 70 dlrs a share cash",tender,1,Positive
728,"CHINA PROJECTS 1987 BUDGET DEFICIT INCREASE",,0,Neutral
729,"BP TO OFFER 74 BILLION DLRS FOR STANDARD SHARES",,0,Neutral
730,"HOECHST RAISES PROFITS ON LOWER SALES",,0,Neutral
731,"Danish overnight money market rate cut to 10 pct from 105  central bank",,0,Neutral
732,"BHP NET SEEN AROUND 600 MLN DLRS FOR NINE MONTHS",,0,Neutral
733,"BP units seek five billion dlr revolving credit to support Standard Oil tender","tender, support",2,Positive
734,"INDIAN PLANT SIGNS FIRST ALUMINA EXPORT CONTRACT",,0,Neutral
735,"FRIED KRUPP GMBH KRPGD YEAR 1986",fried,-1,Negative
736,"NORDIC INVESTMENT BANK HAS ZERO COUPON BOND",,0,Neutral
737,"LUCAS INDUSTRIES PLC LUCSL HALFYEAR ENDED JAN 31",,0,Neutral
738,"BP UNITS SEEK FIVE BILLION DLR REVOLVING CREDIT",,0,Neutral
739,"EUROFIMA LAUNCHING 40 MLN SWISS FRANC NOTES",,0,Neutral
740,"CLUB MEDITERRANEE CMIPA  YEAR ENDED OCTOBER 31",,0,Neutral
741,"UK MONEY MARKET LIQUIDITY POSITION EXPECTED FLAT",,0,Neutral
742,"EC SUGAR TENDER SEEN AS FURTHER CONCESSION","tender, concession",0,Neutral
743,"German Feb current account surplus 66 billion marks Jan surplus 48 billion  official",,0,Neutral
744,"German February trade surplus 104 billion marks Jan surplus 72 billion  official",,0,Neutral
745,"GERMAN CURRENT ACCOUNT SURPLUS WIDENS IN FEBRUARY",,0,Neutral
746,"MONTREAL TRUSTCO ISSUES CANADIAN DOLLAR EUROBOND",issues,-1,Negative
747,"KEATING REVISES DOWN AUSTRALIAN GROWTH FORECAST",,0,Neutral
748,"TAIWANS SAVINGS AT RECORD HIGH",savings,1,Positive
749,"SHORTDATED SAUDI RIYAL RATES FIRM IN QUIET MARKET",quiet,1,Positive
750,"JAPAN BEEF PRICE SUPPORT CUT WILL NOT RAISE DEMAND",support,1,Positive
751,"FOREIGN FIRMS HOPE TO JOIN JAPAN TELECOM COMPANY",,0,Neutral
752,"UK OILMEALVEG OIL PRODUCTION ROSE IN 1986",,0,Neutral
753,"BNP PLANS 100 MLN HK DLR CD ISSUE",issue,-1,Negative
754,"PHILIPPINES TO PUT 100 STATE FIRMS UP FOR SALE",,0,Neutral
755,"SINGAPORE LAWS TO LIBERALISE LOCAL CAPITAL MARKET",,0,Neutral
756,"SIEMENS SEES SALES NEAR 52 BILLION MARKS THIS YEAR",,0,Neutral
757,"KRUPP HAS SATISFACTORY 1986 RESULTS",satisfactory,1,Positive
758,"JAPANESE SCIENTISTS DEVELOP AIDS DETECTION MATERIAL",,0,Neutral
759,"NO PESSIMISM FOR GERMAN EXPORTERS MINISTRY",pessimism,-1,Negative
760,"MONETARY AUTHORITIES SAID TO LOSE CREDIBILITY",lose,-1,Negative
761,"AUSTRIA MAKES TWO BILLION SCHILLING NOTE ISSUE",issue,-1,Negative
762,"FRANCES CAECL ISSUES THREE BILLION FRANC BOND",issues,-1,Negative
763,"UK FEB TRADE DEFICIT 224 MLN STG VS DEFICIT 527 MLN IN JAN  OFFICIAL",,0,Neutral
764,"UK FEB CUURENT ACCOUNT SURPLUS 376 MLN STG VS JAN SURPLUS 73 MLN  OFFICIAL",,0,Neutral
765,"MALAYSIAN CENTRAL BANK SEES HIGHER 1987 GROWTH",,0,Neutral
766,"UK VISIBLE TRADE DEFICIT NARROWS IN FEBRUARY",,0,Neutral
767,"LUCAS SEES CONTINUED GROWTH IN SECOND HALF",,0,Neutral
768,"IWC ups Soviet grain 198687 import estimate three mln tonnes to 29 mln  official",,0,Neutral
769,"IWC lifts 198687 world wheat coarse grain estimate one mln tonnes to record 1377 mln",coarse,-1,Negative
770,"ECONOMIC SPOTLIGHT  SWISS BANKING SECRECY",,0,Neutral
771,"MONTREAL TRUSTCO ISSUES CANADIAN DOLLAR EUROBOND",issues,-1,Negative
772,"LIBYANS APPEAR TO BE PULLING OUT OF CHAD",,0,Neutral
773,"TRADE SURPLUS CUT WOULD BENEFIT JAPAN  SUMITA",benefit,1,Positive
774,"ALSTHOM AWARDED 900 MLN FRANC PAKISTANI DEAL",awarded,1,Positive
775,"COMMISSION APPROVES RAINBOWPROGRESSIVE MERGER",,0,Neutral
776,"VIOLENCE REPORTED IN ECUADOR GENERAL STRIKE",strike,-1,Negative
777,"UK MONEY MARKET FORECAST REVISED TO DEFICIT",,0,Neutral
778,"IWC LIFTS WORLD GRAIN OUTPUT ESTIMATE TO RECORD",,0,Neutral
779,"BANK OF JAPAN BUYS SMALL QUANTITY DOLLARS DEALERS",,0,Neutral
780,"UK TRADE FIGURES BUOY HOPES OF INTEREST RATE CUT",,0,Neutral
781,"ECC APPROVES MONTEDISONHERCULES VENTURE",,0,Neutral
782,"EC SELLS BUTTER STOCKS TO SOVIET UNION",,0,Neutral
783,"GERMAN NET CURRENCY RESERVES RISE",,0,Neutral
784,"WORLD BANK CHIEF CONCERNED ABOUT BRAZIL ECONOMY",concerned,-1,Negative
785,"ITALIAN TREASURY ANNOUNCES CERTIFICATE OFFER",,0,Neutral
786,"GUINNESS PEAT HAS CASH ADVANCE FACILITY",,0,Neutral
787,"SUMITOMO BANK HAS 500 MLN STG CD PROGRAM",,0,Neutral
788,"CURRENCY EXCHANGE LOSS PUSHES MALAYSIAS DEBT UP","loss, debt",-2,Negative
789,"IWC SAYS EFFECT OF LOWER SUPPORT PRICES LIMITED","limited, support",0,Neutral
790,"SANDOZ HAS 50 MLN DLR EUROCP PROGRAM",,0,Neutral
791,"US TREASURYS BAKER OPPOSES TAX INCREASE",,0,Neutral
792,"PHILIPPINE DEBT TALKS PROCEED WITH NARROWER FOCUS","narrower, debt",-2,Negative
793,"TREASURYS BAKER SAYS HE STANDS BY PARIS PACT",,0,Neutral
794,"TREASURYS BAKER DECLINES COMMENT ON VOLCKER",declines,-1,Negative
795,"GERMAN ANALYSTS SEE GOLD RISING IN 2ND HALF 1987",gold,1,Positive
796,"CAMBRIAN AND GENERAL NOTES RELISTED IN LONDON",,0,Neutral
797,"GULF ESCORTS STILL UNDER DISCUSSION  WEINBERGER",,0,Neutral
798,"AUSTRIA TREASURY NOTE ISSUE LIKELY TO BE INCREASED",issue,-1,Negative
799,"NEW CAPITAL RULES WOULD FAVOR FIRST INTERSTATE",favor,1,Positive
800,"FIRST INTERSTATE I ESTIMATES LOSS ON BRAZIL",loss,-1,Negative
801,"FRENCH UNEMPLOYMENT RISES TO SEASONALLY ADJUSTED 265 MLN IN FEBRUARY  OFFICIAL",,0,Neutral
802,"CONRAIL INITIAL OFFER PRICED AT 28 DLRS SHARE",,0,Neutral
803,"MICKELBERRY CORP MBC 4TH QTR NET",,0,Neutral
804,"HOLIDAY HIA SEES RULING NEXT WEEK ON PLAN",,0,Neutral
805,"MICKELBERRY MBC COMPLETES SALE OF UNIT",,0,Neutral
806,"FLUOROCARBON CO FCBN 4TH QTR JAN 31 NET",,0,Neutral
807,"ROSTENKOWSKI SAYS REAGAN MUST RECONSIDER TAX RISE",,0,Neutral
808,"FRENCH FEBRUARY UNEMPLOYMENT HITS RECORD 265 MLN",,0,Neutral
809,"TREASURYS BAKER OPPOSES STOCK TRANSACTION TAX",,0,Neutral
810,"PHILIPS ELECTRICAL SELLS STAKE IN UNIDARE",,0,Neutral
811,"AMERICAN MEDICAL INTERNATIONAL INC 2ND QTR SHR PROFIT 32 CTS VS LOSS 95 CTS",loss,-1,Negative
812,"BAKER SEES 15 TO 20 BILLION DLR DROP IN TRADE GAP",,0,Neutral
813,"NEW GENERATION FOODS NGEN SELLS SHARES",,0,Neutral
814,"AMERICAN MEDICAL INTERNATIONAL INC AMI NET",,0,Neutral
815,"SIEMENS US TURNOVER TO RISE IN CURRENT YEAR",,0,Neutral
816,"FW DODGE REPORTS FEBRUARY CONSTRUCTION DROPS",,0,Neutral
817,"UK VISIBLE TRADE DEFICIT NARROWS IN FEBRUARY",,0,Neutral
818,"FRENCH RESERVES FALL ON DEBT REPAYMENT","fall, debt",-2,Negative
819,"FOOTE MINERAL CO IN LETTER OF INTENT TO MERGE INTO RIO TINTOZINC",,0,Neutral
820,"German March cost of living 02 pct below year ago Feb 05 pct below  official",,0,Neutral
821,"TRIZEC CORP LTD 1ST QTR JAN 31 NET",,0,Neutral
822,"BRANIFF BAIR MAY GET MEXICAN SERVICE AUTHORITY",,0,Neutral
823,"BOSTON EDISON CO BSE REGULAR DIVIDEND",,0,Neutral
824,"NIPPON SIGNAL ISSUES 50 MLN SWISS FRANC NOTES",issues,-1,Negative
825,"GERMAN COST OF LIVING FALLS IN MARCH ON YEARAGO",falls,-1,Negative
826,"BRITISH BANKS RESIST SIGNING MEXICO PACKAGE SEEK MORE EQUITABLE CONTRIBUTIONS  LLOYDS",equitable,1,Positive
827,"TURKEY COULD APPLY FOR EC MEMBERSHIP BY EARLY MAY",,0,Neutral
828,"BRITISH BANKS SEEK MORE EQUITABLE CONTRIBUTIONS ON MEXICO PACKAGE  LLOYDS",equitable,1,Positive
829,"FOOTE MINERAL FTE TO MERGE INTO RIO TINTO",,0,Neutral
830,"US FIRST TIME JOBLESS CLAIMS ROSE IN WEEK",jobless,-1,Negative
831,"BRITISH BANKS RESIST SIGNING MEXICO PACKAGE",,0,Neutral
832,"HONG KONG FEBRUARY TRADE SWINGS INTO DEFICIT",,0,Neutral
833,"BEST PRODUCTS CO INC 4TH QTR SHR 144 DLRS VS 83 CTS",best,1,Positive
834,"GENERALE HEAD CALLS FOR BELGIAN BANK FLEXIBILITY",flexibility,1,Positive
835,"BEST PRODUCTS CO BES 4TH QTR JAN 31 NET",best,1,Positive
836,"K MART KM TO SUPPLY HOME SHOPPING NETWORK",,0,Neutral
837,"BANK OF SPAIN PROVIDES YEAR RECORD ASSISTANCE FUNDS",,0,Neutral
838,"GREAT WESTERN GWF TO REDEEM DEBENTURES","redeem, great",2,Positive
839,"CHINA PORTUGAL INITIAL MACAO PACT",,0,Neutral
840,"ETHYL CORP EY UNITS COMPLETE ACQUISITON",,0,Neutral
841,"JEFFERIES IS MAKING A MARKET IN STANDARD SRD",,0,Neutral
842,"COLONIAL CABK TALKS WITH DISSIDENTS BREAK DOWN","break, dissidents",-2,Negative
843,"BRITISH POLITICIANS URGE JAPAN TRADE SANCTIONS",,0,Neutral
844,"UK TRADE FIGURES BUOY HOPES OF INTEREST RATE CUT",,0,Neutral
845,"S KOREA MAY BUY US OIL TO AID TRADE BALANCE",,0,Neutral
846,"BP BP TO HOLD NEW YORK PRESS CONFERENCE",,0,Neutral
847,"US TREASURYS MULFORD REAFFIRMS G6 PACT TO FOSTER CURRENCY STABILITY AROUND CURRENT LEVELS",stability,1,Positive
848,"TREASURYS MULFORD SAYS G6 HAS NO CURRENCY TARGET ZONES RANGES",,0,Neutral
849,"GERMAN ANALYSTS SEE GOLD FIRMING LATER THIS YEAR",gold,1,Positive
850,"ESSEX CHEMICAL ESX SELLS CONVERTIBLE DEBT",debt,-1,Negative
851,"UK MONEY MARKET RECEIVES 226 MLN STG ASSISTANCE",,0,Neutral
852,"SWEDEN REVISES BUDGET FORECASTS",,0,Neutral
853,"BANK OF FRANCE LEAVES MONEY MARKET INTERVENTION RATE UNCHANGED AT 734 PCT  OFFICIAL",,0,Neutral
854,"MCO MCO MAXXAM MXM HOLDERS APPROVE MERGER",approve,1,Positive
855,"CANADA DETAILS TWO BOND AUCTIONS",,0,Neutral
856,"PRICE CO PCLB 2ND QTR MARCH 15 NET",,0,Neutral
857,"CAROLIAN SYSTEMS SEES LOWER FISCAL 1987 PROFIT",,0,Neutral
858,"BANK OF FRANCE BUYS DOLLARS SELLS YEN  DEALERS",,0,Neutral
859,"TUNISIA TO BREAK TIES WITH IRAN",break,-1,Negative
860,"US TREASURYS MULFORD REAFFIRMS G6 AGREEMENT",agreement,1,Positive
861,"FRENCH FREE MARKET CEREAL EXPORT BIDS DETAILED",free,1,Positive
862,"US GOLD EAGLE SALES PROJECTED AT 31 MLN OUNCES",gold,1,Positive
863,"NEOAX NOAX TO SELL NOVATRONICS FOR 20 MLN DLRS",,0,Neutral
864,"PONCE FEDERAL BANK FSB PFBS RAISES DIVIDEND",,0,Neutral
865,"FOOTHILL GROUP FGI SEES BETTER FIRST QUARTER",better,1,Positive
866,"COMMODORE CBU IN PACT FOR COMPUTER GRAPHICS",,0,Neutral
867,"BANK OF FRANCE BUYS DOLLARS SELLS YEN  DEALERS",,0,Neutral
868,"STANDARD SRD REFERRING BP BP BID TO GROUP",,0,Neutral
869,"MULFORD SEES MORE BANK LOANS TO DEBTORS IN 1987",,0,Neutral
870,"ANCHOR GLASS AGLS NOW SEES HIGHER 1ST QTR NET",,0,Neutral
871,"MACNEALSCHWENDLER CORP MNS RAISES PAYOUT",,0,Neutral
872,"VISHAY VSH COMPLETES EXCHANGE OFFER",,0,Neutral
873,"CREDIT LYONNAIS UNIT HAS AUSTRALIAN DOLLAR BOND",,0,Neutral
874,"VIACOM INTERNATIONAL INC VIA SETS QUARTERLY",,0,Neutral
875,"WALT DISNEY ISSUES 60 MLN AUS DLR EUROBOND",issues,-1,Negative
876,"UK MONEY MARKET GETS 25 MLN STG LATE HELP",,0,Neutral
877,"IOMEGA IOMG IN SUPPLY AGREEMENT",agreement,1,Positive
878,"LIBYA ABANDONS CHAD STRONGHOLD AFTER DEFEATS",defeats,1,Positive
879,"ROY F WESTON WSTNA DISTRIBUTING STATEMENT",,0,Neutral
880,"PHLCORP PHX HAS BREAKEVEN RESULTS",,0,Neutral
881,"MARSAM PHARMACEUTICALS INC IN INITIAL OFFERING",,0,Neutral
882,"STONE CONTAINER STO TO REDEEM DEBT","redeem, debt",0,Neutral
883,"FARM CREDIT SYSTEM REQUESTS US CREDIT LINE",,0,Neutral
884,"OAKWOOD HOMES OH SELLS CONVERTIBLE DEBENTURES",,0,Neutral
885,"EMCO SETS 75 MLN DLR DEBENTURE OFFERING",,0,Neutral
886,"FISCHERWATT TO SELL CONVERTIBLE PREFERRED",,0,Neutral
887,"FOOTE MINERAL TO MERGE INTO RIO TINTO",,0,Neutral
888,"ALUMINIUM SCRAP RECOVERY AND USAGE TO RISE","scrap, recovery",0,Neutral
889,"CROSS AND TRECKER CTCO BUYS AUTOMATION UNIT",,0,Neutral
890,"SALANT CORP SLT 1ST QTR FEB 28 NET",,0,Neutral
891,"CRAY CYR INSTALLS 22 MLN DLR COMPUTER",,0,Neutral
892,"HEALTHMATE INC HMTE 4TH QTR LOSS",loss,-1,Negative
893,"KEATING REVISES DOWN AUSTRALIAN GROWTH FORECAST",,0,Neutral
894,"VICON INDUSTRIES VII VOTES STAGGERED BOARD",,0,Neutral
895,"FRENCH STOCK BILL TO BE PRESENTED BEFORE JUNE",,0,Neutral
896,"GERMAN TAX CUT BILL TO GO BEFORE CABINET APRIL 1",,0,Neutral
897,"NATIONAL BANC OF COMMERCE CO NBCC SETS PAYOUT",,0,Neutral
898,"HARSCO CORP HSC SETS REGULAR PAYOUT",,0,Neutral
899,"MADAGASCAR COCOA PRODUCTION ESTIMATED HIGHER",,0,Neutral
900,"COMPUTER ASSOCIATES CA SETS TWO FOR ONE SPLIT",split,-1,Negative
901,"SWISS NET CAPITAL EXPORTS RISE IN 1986",,0,Neutral
902,"ST LAWRENCE SEAWAY OPENING STILL MARCH 31",,0,Neutral
903,"DUTCH GRAIN LEVY TEST CASE TO START IN APRIL",,0,Neutral
904,"IDB APPROVES TRADE PROJECT LOANS TO MEMBERS",,0,Neutral
905,"ZSEVEN FUND SEES HIGHER 1987 NET",,0,Neutral
906,"FRENCH STOCK BILL TO BE PRESENTED BEFORE JUNE",,0,Neutral
907,"JAGUAR OFFERS NEW LUXURY SEDAN",luxury,1,Positive
908,"SPANISH REFINER PLANS GASOLINE ADDITIVE PLANT",,0,Neutral
909,"WALL STREET STOCKSUS OIL COMPANIES",,0,Neutral
910,"ROY F WESTON INC WSTNA 4TH QTR NET",,0,Neutral
911,"MOBIL MOB TO UPGRADE REFINERY UNIT",,0,Neutral
912,"WARNERLAMBERT WLA SUES MASON DISTRIBUTORS",sues,-1,Negative
913,"NOVA NOVX TO GET BRADYKININ ANTAGONIST PATENT",antagonist,-1,Negative
914,"BLOCKBUSTER BBEC TO ACQUIRE LICENSEE",blockbuster,1,Positive
915,"BRAZIL SOY HARVEST 13 PCT COMPLETE  NEWSLETTER",,0,Neutral
916,"CONTEL CTC TO BUY WALKER COUNTY TELEPHONE",,0,Neutral
917,"COMPUDYNE CDC SEES COSTS FROM CLEANUP STUDY",,0,Neutral
918,"REUTERS TO CARRY SEAQ TWOWAY UK SHARE QUOTES",,0,Neutral
919,"MULFORD SAYS G6 WANTS STABILITY",stability,1,Positive
920,"SYMBOL TECHNOLOGIES SMBL GETS CONTRACT",,0,Neutral
921,"THERMO PROCESS TPSI COMPLETES ACQUSITION",,0,Neutral
922,"SIEMENS RAISES STAKE IN TELECOM PLUS OF US",,0,Neutral
923,"FRUEHAUF POSTS 203 MLN DLR 1986 LOSS",loss,-1,Negative
924,"MICHIGAN GENERAL MGL TO SELL KRESTMARK UNIT",,0,Neutral
925,"RABBIT SOFTWARE RABT TO MERGE WITH CTI DATA",,0,Neutral
926,"COMSTOCK GROUP INC CSTK 4TH QTR LOSS",loss,-1,Negative
927,"TIME TL SINKING FUND DEBENTURES YIELD 884 PCT",sinking,-1,Negative
928,"MITSUBISHI UNIT TO SUPPLY CELLULAR TELEPHONE SYSTEMS",,0,Neutral
929,"US SENATE HITS EC OILS TAX VOWS RETALIATION",,0,Neutral
930,"HEALTHMATE INC SAYS AUDITORS INTEND TO QUALIFY ITS FINANCIAL STATEMENTS",qualify,1,Positive
931,"SWEDISH BANK US FIRM PLAN UK STOCK VENTURE",,0,Neutral
932,"HARSCO CORP HSC SETS QUARTERLY",,0,Neutral
933,"MILASTAR CORP MILA 3RD QTR JAN 31 LOSS",loss,-1,Negative
934,"BDM BDM GETSW ARMY CONTRACT",,0,Neutral
935,"BANK OF BOSTON EXPECTS 1ST QTR EARNINGS FROM 90 CTS TO 100 DLRSSHR VS 79 CTS",,0,Neutral
936,"BANK OF BOSTON BKB SEES IMPROVED 1ST QUARTER",improved,1,Positive
937,"LIBYA REPORTEDLY BOUGHT WHITE SUGAR",,0,Neutral
938,"USAIR GETS APPROVAL TO BUY 9309394 PIEDMONT SHARES IN TENDER","tender, approval",2,Positive
939,"FED EXPECTED TO ADD RESERVES",,0,Neutral
940,"WRIGHT SAYS HOUSE BUDGET COMMITTEE ON TARGET",,0,Neutral
941,"GE GE CREDIT SUES PHOENIX FINANCIAL PHFC",sues,-1,Negative
942,"DOLLARYEN INTERVENTION RESPONDS TO PRESSURE",,0,Neutral
943,"WALL STREET STOCKSUS OIL COMPANIES",,0,Neutral
944,"MULFORD SAYS GERMANY JAPAN HAVE NOT YET LIVED UP TO INTERNATIONAL COMMITMENTS",,0,Neutral
945,"ORIENTAL FEDERAL INITIAL OFFERING UNDER WAY",,0,Neutral
946,"FARMERS COMMODITIES TO CLEAR FUTURES FOR COOPS",clear,1,Positive
947,"FRANK B HALL FBH DEBT MAY BE CUT BY MOODYS",debt,-1,Negative
948,"NORCEN SEES IMPROVEMENT IN 1987 EARNINGS",improvement,1,Positive
949,"COCOA COUNCIL HEAD TO PRESENT BUFFER COMPROMISE",,0,Neutral
950,"SIEMENS REBUTTS US CRITICISM ON CGCT OFFER",criticism,-1,Negative
951,"MULFORD DISAPPOINTED IN NEWLY INDUSTRIALIZED NICS EFFORTS TO STRENGTHEN CURRENCIES",disappointed,-1,Negative
952,"FORD F NEARS GM GM IN EXECUTIVE BONUSES",bonuses,1,Positive
953,"MULFORD SAYS GERMANY JAPAN SHOULD DO MORE",,0,Neutral
954,"EC GRANTS EXPORT LICENCES 197000 TONNES  FREE MARKET MAIZE ZERO BARLEY  PARIS TRADERS",free,1,Positive
955,"PIER 1 IMPORTS PIR DECLARES STOCK SPLIT",split,-1,Negative
956,"RCM TECHNOLOGIES RCMT ORDER INCREASED",,0,Neutral
957,"LANCER CORP LACR 4TH QTR NET",,0,Neutral
958,"THERMO PROCESS TPSI WINS 15 MLN DLR CONTRACT",wins,1,Positive
959,"MACNEALSCHWENDLER CORP MNS 4TH QTR JAN 31 NET",,0,Neutral
960,"NICHOLS INSTITUTE LAB 1ST QTR FEB 28 NET",,0,Neutral
